# მეერთისა	Z	N	N	Pantokrator
შეტყორცება-ჲ	R	N		Werfen, Schießen, Hineinwerfen
თანამოღუაწება-ჲ	R	N		Unterstützen, Beistand im Kampf
ანბა-ჲ	I	N	A	geistlicher Vater, Mönch, Priester, Abt; geistlicher Vater, Mönch, Priester, Abt
ფრთხილბუნებაობა-ჲ	R	N		Wachsamkeit, Vorsicht
ზედაჲსზედაობა-ჲ	R	N		Häufigkeit
საყოველთაობა-ჲ	R	N		öffentlichkeit, Allgemeinheit
მჴნისთაობა-ჲ	R	N		Vorsitz am Tisch
ჰურიაობა-ჲ	R	N		Judentum, Jüdischwerden; Judentum, Jüdischwerden
ნოტიაობა-ჲ	R	N		Nässe, Feuchtigkeit
კალაობა-ჲ	R	N		Zinnhaltigkeit
უხილაობა-ჲ	R	N		Unsichtbarkeit; Unsichtbarkeit
თჳთკმაობა-ჲ	R	N		Genügsamkeit
ორჴმაობა-ჲ	R	N		Meinungsverschiedenheit
მფრთუანაობა-ჲ	R	N		Bezaubern
სხუაენაობა-ჲ	R	N		Fremdsprachigkeit
სეხნაობა-ჲ	R	N		Wesens-, Namensgleichheit
მდრტჳნაობა-ჲ	R	N		Unzufriedenheit, Erregung, Murren
უწირაობა-ჲ	R	N		Nichtopferbereitschaft
დაუბურაობა-ჲ	R	N		Ungedecktheit, Dachlosigkeit
მესუხრაობა-ჲ	R	N		Fronarbeit
თანამონათესაობა-ჲ	R	N		Landsmannstum; Landsmannstum
სხჳსაობა-ჲ	R	N		fremdes Eigentum
ზეშთასიტყუაობა-ჲ	R	N		Vielrednerei, Schwätzerei
უქმსიტყუაობა-ჲ	R	N		sinnloses Gerede, Geschwätz
პატიოსანსიტყუაობა-ჲ	R	N		ehrenhaftes Erwähnen, Verherrlichen
კნინსიტყუაობა-ჲ	R	N		Wortkargheit
გულისსიტყუაობა-ჲ	R	N		überlegung, Absicht
ლიქნისსიტყუაობა-ჲ	R	N		Schmeichelei
თუალთუხუაობა-ჲ	R	N		Objektivität, Gerechtigkeit
მოფქაობა-ჲ	R	N		Mahlen
მსიძაობა-ჲ	R	N		Hurerei; Hurerei
მომზრახაობა-ჲ	R	N		Reden, Sprechen
მონაგებობა-ჲ	R	N		Erwerben, Besitz
უმონაგებობა-ჲ	R	N		Armut, Besitzlosigkeit
თავსმდებობა-ჲ	R	N		Aufsichnehmen; Aufsichnehmen
უზავებობა-ჲ	R	N		Ungleichheit, ungleiche Besitzverhältnisse, Unversöhnlichkeit
ერთნებობა-ჲ	R	N		Einmütigkeit; Einmütigkeit
უგონებობა-ჲ	R	N		Dummheit
მწყურნებობა-ჲ	R	N		Hochwasser, Wasserreichtum
ნასნებობა-ჲ	R	N		Rekonvaleszenz, Befinden nach überstehen einer Krankheit
ლირბობა-ჲ	R	N		Unverschämtheit
მიმაეგობა-ჲ	R	N		Handel
სჳრინგობა-ჲ	R	N		eitriges Geschwür
ნერგობა-ჲ	R	N		Setzling
თანანერგობა-ჲ	R	N		Verwandtschaft
განქარვებადობა-ჲ	R	N		Zerstörbarkeit
ნათლისღებადობა-ჲ	R	N		Taufen
ცნობადობა-ჲ	R	N		Erkennbarkeit, Erkenntnis
ზოგადობა-ჲ	R	N		Versammlung, Menge, Einheit
მალიადობა-ჲ	R	N		Schnelligkeit
კუალადობა-ჲ	R	N		Wiederholung
უჭმადობა-ჲ	R	N		Nichtessenkönnen
სათანადობა-ჲ	R	N		Notwendigkeit
მოწევნადობა-ჲ	R	N		Kommen, Begegnen, Erreichen, Widerfahren
დაჴსნადობა-ჲ	R	N		Auflösung
განხრწნადობა-ჲ	R	N		Verderben
თითოჲსჯერადობა-ჲ	R	N		Ersatz, Ersetzen
ყოფადობა-ჲ	R	N		Sein, Existenz
თანამოქმედობა-ჲ	R	N		Mitarbeit; Mitarbeit
შფოთისმოქმედობა-ჲ	R	N		Aufstand, Aufruhr, Streit
ქუეყანისმოქმედობა-ჲ	R	N		Bodenbearbeitung
მებრძმედობა-ჲ	R	N		Schmelzen
მეორედობა-ჲ	R	N		Reihenfolge
სიტყუადიდობა-ჲ	R	N		Großtun, Prahlen
ნიჭდიდობა-ჲ	R	N		Überfluß, Fülle
ურიდობა-ჲ	R	N		Unverschämtheit; Unverschämtheit
ჴელურიდობა-ჲ	R	N		Unverschämtheit, Grobheit
შარავანდობა-ჲ	R	N		Königtum
წინდობა-ჲ	R	N		Verlobung
წელიწდობა-ჲ	R	N		Jahr, Alter
მრავალსანოაგეობა-ჲ	R	N		Unersättlichkeit
მეჭადრაგეობა-ჲ	R	N		Schachspiel
განმგეობა-ჲ	R	N		Leiten, Führen
წყლტუკლდეობა-ჲ	R	N		glatter Fels
მწუხრამდეობა-ჲ	R	N		Vorabendzeit
მიმლოდეობა-ჲ	R	N		Warten
მენარდეობა-ჲ	R	N		Würfelspiel
მითვეობა-ჲ	R	N		Gleichheit
მოჰარშივეობა-ჲ	R	N		Erwerben, Sichaneignen
ნამდჳლვეობა-ჲ	R	N		Wahrheit
თანამეარვეობა-ჲ	R	N		Zusammensein
თანამოკარვეობა-ჲ	R	N		Zusammensein
თანამონათესვეობა-ჲ	R	N		Landsmannstum
უსიკეთეობა-ჲ	R	N		Bosheit, Böses
მებარბითეობა-ჲ	R	N		Harfenspiel
მეშფოთეობა-ჲ	R	N		Aufruhr, Empörung
მოსენაკეობა-ჲ	R	N		Einsiedelei, Mönchsdasein
მეპრატაკეობა-ჲ	R	N		Lederbearbeitung
მეჯაუკეობა-ჲ	R	N		Verschwörung
მაკაბალეობა-ჲ	R	N		Streitbeilegung, Versöhnung, Verständigung
მომთრვალეობა-ჲ	R	N		Trunkenheit, Säuferei
მენაცვალეობა-ჲ	R	N		Ersetzen, Erben
მონაცვალეობა-ჲ	R	N		Wechseln, ändern, Veränderlichkeit; Erbe
მოსახელეობა-ჲ	R	N		Namensgleichheit
თანამოსახელეობა-ჲ	R	N		Namensvetternschaft
მესაშუვლეობა-ჲ	R	N		Mittelstellung
მოვაქილეობა-ჲ	R	N		Rechtsanwaltsamt
მეწამლეობა-ჲ	R	N		Zauberei, Arzneibereitung
მემსხუერპლეობა-ჲ	R	N		Opfern
მღდელთმემსხუერპლეობა-ჲ	R	N		Gottesdienst
მემამულეობა-ჲ	R	N		Herkunft aus demselben Land; Erbe, Erbschaft
მოძულეობა-ჲ	R	N		Haß; Haß
ბოროტისმოძულეობა-ჲ	R	N		Haß / Abneigung gegen das Böse
უმეუღლეობა-ჲ	R	N		Gattenlosigkeit
თანამოსარჩლეობა-ჲ	R	N		Unterstützung
მეღუაწლეობა-ჲ	R	N		Arbeiten, Kämpfen
ტჳრთმძიმეობა-ჲ	R	N		Heben / Ertragen einer schweren Last
თანამოლმეობა-ჲ	R	N		Mitgefühl
მწუანეობა-ჲ	R	N		Grün
მრისხანეობა-ჲ	R	N		Zorn, Wut; Zorn, Wut
არამოჴსენეობა-ჲ	R	N		Vergessenheit, Vergessen
ძჳრისმოჴსენეობა-ჲ	R	N		Nachtragen, Nachtragendsein; Nachtragen, Nachtragendsein
მარჯუენეობა-ჲ	R	N		Wahrheit
მრავალმოქენეობა-ჲ	R	N		inniges Flehen
მარცხენეობა-ჲ	R	N		Linkssein; Heimtücke
კაცთმოთნეობა-ჲ	R	N		Schmeichelei, Gefallen; Schmeichelei, Gefallen
ღჳნისმნეობა-ჲ	R	N		Amt des Oberkellermeisters
მოსურნეობა-ჲ	R	N		Wunsch
მემისნეობა-ჲ	R	N		Hellseherei
საუკუნეობა-ჲ	R	N		ewiges Leben, Ewigkeit
მართლმორწმუნეობა-ჲ	R	N		Orthodoxie
მეკერპეობა-ჲ	R	N		Götzendienerei
ზედამდებარეობა-ჲ	R	N		Obenauflegen, Darauflegen
წინამდებარეობა-ჲ	R	N		Vornliegen, Künftigkeit
მგზებარეობა-ჲ	R	N		Anzünden, Brennen; Anzünden, Brennen
ცეცხლმგზებარეობა-ჲ	R	N		Feuerfangen
დამომწთოლვარეობა-ჲ	R	N		Herabtropfen
მჭმუნვარეობა-ჲ	R	N		Trübsinn, Kummer, Traurigkeit; Trübsinn, Kummer, Traurigkeit
მლოცვარეობა-ჲ	R	N		Fliehen, Flucht
მგლოიარეობა-ჲ	R	N		Trauer
მწოლარეობა-ჲ	R	N		Liegen; Liegen
მღიმარეობა-ჲ	R	N		Lächeln
თანამდგომარეობა-ჲ	R	N		Hilfe, Zusammensein
წინაშემდგომარეობა-ჲ	R	N		Vorstehen
მართლმდგომარეობა-ჲ	R	N		Richtigkeit, Wahrheit; Richtigkeit, Wahrheit
მსხდომარეობა-ჲ	R	N		Sitzen
მჯდომარეობა-ჲ	R	N		Sitzen
ზედამჯდომარეობა-ჲ	R	N		Obensitzen, Vornsitzen
წინამჯდომარეობა-ჲ	R	N		Führung, Vorsitz
პირველმჯდომარეობა-ჲ	R	N		Leiten, Leitung
მდუმარეობა-ჲ	R	N		Schweigen
თჳთმცენარეობა-ჲ	R	N		Selbstherausfließen (des Wassers)
მძინარეობა-ჲ	R	N		Schlafen; Schlafen
მოყუარეობა-ჲ	R	N		Liebe
ცხორებისმოყუარეობა-ჲ	R	N		Lebensliebe
უპირატესობისმოყუარეობა-ჲ	R	N		Führungssucht
ძლევისმოყუარეობა-ჲ	R	N		Siegesgewohnheit, Stolz; Siegesgewohnheit, Stolz
მღჳძარეობა-ჲ	R	N		Wachheit, Wachsein; Wachheit, Wachsein
ადრეობა-ჲ	R	N		Schnelligkeit
მოსაყდრეობა-ჲ	R	N		hohes Kirchenamt
წინამოსაყდრეობა-ჲ	R	N		Vorherrschaft, Führung
მეზუერეობა-ჲ	R	N		Zolldienst
ქუემეთრეობა-ჲ	R	N		Verworfenheit
მენადირეობა-ჲ	R	N		Jagd
მეორეობა-ჲ	R	N		Reihenfolge
მეპურეობა-ჲ	R	N		Backen
მესუხრეობა-ჲ	R	N		Fronarbeit; Fronarbeit
გულსავსეობა-ჲ	R	N		Glauben, Güte; Glauben, Güte
მჭირსეობა-ჲ	R	N		Mühe, Not
მესუეტეობა-ჲ	R	N		Aufdiesäulestellen
მტეობა-ჲ	R	N		Sein, Ort
პურისმტეობა-ჲ	R	N		gemeinsames Essen
განტეობა-ჲ	R	N		Weglassen, Freilassen
მებრუეობა-ჲ	R	N		Schwindelgefühl
მენესტუეობა-ჲ	R	N		Blasinstrumentenspiel
მორცხუეობა-ჲ	R	N		Schüchternheit
მარჯუეობა-ჲ	R	N		Bewerkstelligen, Güte, Tüchtigkeit
დღითიდღეობა-ჲ	R	N		Ständigkeit
მემრუშეობა-ჲ	R	N		Hurengängerei, Ehebruch
მეკეცეობა-ჲ	R	N		Töpferei
მტკიცეობა-ჲ	R	N		Festigkeit, Stärke
ძირმტკიცეობა-ჲ	R	N		Festigkeit
მრჩობლმონაქცეობა-ჲ	R	N		Verdoppelung, Wiederholung
მიმომქცეობა-ჲ	R	N		Schwanken, Umhergehen; Schwanken, Umhergehen
მოქცეობა-ჲ	R	N		Kunstgriff, List; Tonart
მრჩობლმოქცეობა-ჲ	R	N		Wiederholung
მამაძეობა-ჲ	R	N		Verhältnis zwischen Vater und Kindern
მეანდერძეობა-ჲ	R	N		testamentarische Vererbung
მსწრაფლშემწეობა-ჲ	R	N		schnelle Hilfe
ძალმწეობა-ჲ	R	N		Hilfe
მეხარჭეობა-ჲ	R	N		Haltung einer Geliebten
სახიერებისსახეობა-ჲ	R	N		Güte
ელვისსახეობა-ჲ	R	N		Blitzen, Glänzen
ლომისსახეობა-ჲ	R	N		Löwenhaftigkeit
უსახეობა-ჲ	R	N		Böses, Bosheit
მიმოდამთხეობა-ჲ	R	N		Umherstreuen, Verstreuen
ჰეობა-ჲ	R	N		Bestätigung
პირველმესაინაჴეობა-ჲ	R	N		Vorsitzen
პირველსაინაჴეობა-ჲ	R	N		Vorsitzen
მეინაჴეობა-ჲ	R	N		Tischgenossenschaft, Tischrunde, Tafel
მგრძნებავობა-ჲ	R	N		Zauberei
სახედავობა-ჲ	R	N		Anblick, Vorstellung
მრავალთავობა-ჲ	R	N		Vielführerschaft
თთჳსთავობა-ჲ	R	N		Monatsanfang
უხილავობა-ჲ	R	N		Unsichtbarkeit; Unsichtbarkeit
მიმოწლონავობა-ჲ	R	N		Umherlungern
მფრტჳნავობა-ჲ	R	N		Dreistheit
უზოპავობა-ჲ	R	N		Wahrhaftigheit
მოძრავობა-ჲ	R	N		Bewegung
თჳთმოძრავობა-ჲ	R	N		Weitergabe (des Besitzes)
ნათესავობა-ჲ	R	N		Verwandtschaft, Volk, Generation, Art; Verwandtschaft, Volk, Generation, Art
კეთილადმოსავობა-ჲ	R	N		große Hoffnung
თუალუხუავობა-ჲ	R	N		Unvoreingenommenheit
მსიძავობა-ჲ	R	N		Hurerei
მიმომქცევობა-ჲ	R	N		Schwanken, Umhergehen
მოქცევობა-ჲ	R	N		Kunstgriff, List; Tonart
მრავალმოქცევობა-ჲ	R	N		Dauer, lange Zeitdauer
ერისთვობა-ჲ	R	N		Heerführerschaft
ციხისთვობა-ჲ	R	N		Amt des Burghauptmanns
ლომებრივობა-ჲ	R	N		Löwenhaftigkeit
კაცობრივობა-ჲ	R	N		Menschenähnlichkeit
ერთპატივობა-ჲ	R	N		gleiche Stellung
სწორპატივობა-ჲ	R	N		Ehrgleichheit, Würdengleichheit
ჰავნათესვობა-ჲ	R	N		schlechte Abstammung
ძჳრნათესვობა-ჲ	R	N		Verbrechernachkommenschaft
მეთევზობა-ჲ	R	N		Fischerei
კათალიკოზობა-ჲ	R	N		Amt des Katholikos
ბარბაროზობა-ჲ	R	N		Fremdländischkeit
გალატოზობა-ჲ	R	N		Maurerhandwerk
ანდერზობა-ჲ	R	N		Berechnen, Aufzählen, Zählen; Berechnen, Aufzählen, Zählen
უნებლიეთობა-ჲ	R	N		Unwillkürlichkeit
ეგრეთობა-ჲ	R	N		solche Art
გამომეძიებლობითობა-ჲ	R	N		Untersuchung
მზიარებელობითობა-ჲ	R	N		Teilnahme am hl. Abendmahl
მხედველობითობა-ჲ	R	N		Sichtbarkeit
ვარსკულავთმსწავლელობითობა-ჲ	R	N		Astrologie
იგავითობა-ჲ	R	N		Angleichung
გამოწულილვითობა-ჲ	R	N		genaue Untersuchung
მარჯუენითობა-ჲ	R	N		Rechtssein, Wahrheit
მიწევნითობა-ჲ	R	N		Verständnis
ზედამიწევნითობა-ჲ	R	N		Wahrheit
ნებსითობა-ჲ	R	N		Freiwilligkeit
ნეფსითობა-ჲ	R	N		Freiwilligkeit; Freiwilligkeit
შფოთობა-ჲ	R	N		Aufruhr, Streit
წუთერთობა-ჲ	R	N		Vergänglichkeit
სხუაღმრთობა-ჲ	R	N		Glaube an einen anderen Gott
შთაშთობა-ჲ	R	N		Ertränken, Ertrinken
იშჳთობა-ჲ	R	N		Seltenheit
სოფლიობა-ჲ	R	N		Weltlichkeit
ღმრთეებრიობა-ჲ	R	N		Gläubigkeit
აჩრდილებრიობა-ჲ	R	N		Schattenhaftigkeit
ცეცხლებრიობა-ჲ	R	N		Feuergleichheit, Feuerartigkeit
მთავრებრიობა-ჲ	R	N		Fürstlichkeit, Herrschaft
მჴეცებრიობა-ჲ	R	N		Wildheit, Grausamkeit
მამობრიობა-ჲ	R	N		Väterlichkeit, Amt des Abts
კჳრიობა-ჲ	R	N		Woche, Sonntag; Woche, Sonntag
ეკკლესიობა-ჲ	R	N		Versammlung, Versammeln
სწორპატიობა-ჲ	R	N		Ehrgleichheit, Würdengleichheit; Ehrgleichheit, Würdengleichheit
უვაკობა-ჲ	R	N		Unebenheit, Hinterlist
პაჰრაკობა-ჲ	R	N		Beschützen, Bewachen
უჰასაკობა-ჲ	R	N		Minderjährigkeit
სპეტაკობა-ჲ	R	N		Weiß
არქიმანდრიკობა-ჲ	R	N		Führung eines Klosters
ხარკობა-ჲ	R	N		Bezahlung, Dienst, Mühe, Arbeit, Fron, Fürsorge
მავალობა-ჲ	R	N		Gehen, Laufen
თანამავალობა-ჲ	R	N		Begleiten, gemeinsame Reise
შუამავალობა-ჲ	R	N		Vermittlung, Botengang
შემავალობა-ჲ	R	N		Hineingehen
მიმავალობა-ჲ	R	N		Hingehen, Hinlaufen
მართლმავალობა-ჲ	R	N		richtiges Gehen, Nichtfehlgehen
მომავალობა-ჲ	R	N		Kommen, Kommenkönnen; Kommen, Kommenkönnen
წინაგამომავალობა-ჲ	R	N		erster Rang
შთამომავალობა-ჲ	R	N		Nachkommenschaft
თანაშთამომავალობა-ჲ	R	N		Fürsorge, Güte
შემომავალობა-ჲ	R	N		Hereinkommen
თანაწარმავალობა-ჲ	R	N		Vorbeigehen
მსწრაფლწარმავალობა-ჲ	R	N		rasches Weggehen, Verschwinden
მიმოვალობა-ჲ	R	N		Hin- und Herlaufen
მკერვალობა-ჲ	R	N		Nähen, Schneidern
მწუერვალობა-ჲ	R	N		Höhe, Größe
მომთრვალობა-ჲ	R	N		Trunkenheit, Säuferei; Trunkenheit, Säuferei
მჴურვალობა-ჲ	R	N		Hitze, Glut, Fieberhitze, Jähzorn, Strebsamkeit
მსახრვალობა-ჲ	R	N		Zauberei; Zauberei
წარუვალობა-ჲ	R	N		Ewigkeit, Unvergänglichkeit
საშუვალობა-ჲ	R	N		Mittelposition
თანამზრახვალობა-ჲ	R	N		Einmütigkeit
მრეკალობა-ჲ	R	N		Klopfen, Hinaustreiben
მბრდღუენალობა-ჲ	R	N		Zürnen
მომღერალობა-ჲ	R	N		Spielen, Singen
მომზირალობა-ჲ	R	N		Auflauern, Beobachten
მტირალობა-ჲ	R	N		Weinen
მყრალობა-ჲ	R	N		Gestank
გულმწყრალობა-ჲ	R	N		Zürnen, Zorn
მრავალთუალობა-ჲ	R	N		Aufmerksamkeit
ღმრთისმქადაგებლობა-ჲ	R	N		Gottpredigen
მრავალწარსაგებლობა-ჲ	R	N		große Ausgabe
სიტყუათმგებლობა-ჲ	R	N		Antwort, Rechtfertigung
დაუცადებლობა-ჲ	R	N		Ununterbrochenheit; Ununterbrochenheit
მადიდებლობა-ჲ	R	N		Verherrlichung, Hochmut
საქმისდამდებლობა-ჲ	R	N		Beginn einer Angelegenheit
საზღვრისმდებლობა-ჲ	R	N		Grenzfestlegung, Anordnung
მამშჳდებლობა-ჲ	R	N		Beruhigung
დამტევებლობა-ჲ	R	N		Verlassen, Zurücklassen; Verlassen, Zurücklassen
მეძიებლობა-ჲ	R	N		Suchen
შეუცვალებლობა-ჲ	R	N		Unveränderlichkeit, Festigkeit; Unveränderlichkeit, Festigkeit
საძაგელებლობა-ჲ	R	N		Abscheulichkeit; Abscheulichkeit
შეუცილებლობა-ჲ	R	N		Unstrittigkeit
საქმისშემძლებლობა-ჲ	R	N		Fähigkeit zur Erledigung einer Arbeit
ცილისმწამებლობა-ჲ	R	N		Verleumdung; Verleumdung
შეუყვანებლობა-ჲ	R	N		Nichthineinlassen
განსასუენებლობა-ჲ	R	N		Bewirtung, Erholung
თუალმაჩუენებლობა-ჲ	R	N		Sichverstellen
მაშენებლობა-ჲ	R	N		Bauen
წინააღმომაცენებლობა-ჲ	R	N		Geburt, Zeugung
თანამთნებლობა-ჲ	R	N		Gefallen
სხუამთნებლობა-ჲ	R	N		Fremdenfreundlichkeit
მაგინებლობა-ჲ	R	N		Schimpfen; Schimpfen
შეუგინებლობა-ჲ	R	N		Reinheit, Makellosigkeit
მოუწყინებლობა-ჲ	R	N		Unermüdlichkeit
განმჩინებლობა-ჲ	R	N		Festsetzen, Festlegen; Urteilsverkündung
განუჩინებლობა-ჲ	R	N		Nichtfestlegung
საძაგელისშემძინებლობა-ჲ	R	N		übermäßige Gier
განმგონებლობა-ჲ	R	N		Verstehen, Gehorchen
უკანონებლობა-ჲ	R	N		Straflosigkeit
უქონებლობა-ჲ	R	N		Armut, Besitzlosigkeit
მაცთუნებლობა-ჲ	R	N		Verführung; Verführung
აღმსაარებლობა-ჲ	R	N		Bekenntnis, Gelübde
განმამწარებლობა-ჲ	R	N		Belästigung; Belästigung
დაუბერებლობა-ჲ	R	N		Nichtaltern
უჯერებლობა-ჲ	R	N		Ungehorsam
უსწორებლობა-ჲ	R	N		Ungleichheit
თანამცხორებლობა-ჲ	R	N		Zusammenleben, Beischlaf
მბოროტებლობა-ჲ	R	N		Bösartigkeit, Bosheit
მისაღებლობა-ჲ	R	N		Annehmen, Wegnehmen
შემომღებლობა-ჲ	R	N		Hereinschaffen
შემამტკიცებლობა-ჲ	R	N		Bestätigung, Bekräftigung, Vereinigung
უმტკიცებლობა-ჲ	R	N		Unbeständigkeit
უზუაობლობა-ჲ	R	N		Bescheidenheit
შეუწყობლობა-ჲ	R	N		Unangemessenheit
უშობლობა-ჲ	R	N		Ungeborensein; Ungeborensein
მრჩობლობა-ჲ	R	N		Verdoppelung
უმჯობლობა-ჲ	R	N		Untauglichkeit
უმადლობა-ჲ	R	N		Undankbarkeit; Undankbarkeit
მამლობა-დედლობა-ჲ	R	N		Paarung bei Tieren
მამალ-დედლობა-ჲ	R	N		Paarung der Tiere
შუაკედლობა-ჲ	R	N		Trennwand, Trennmauer
მრავალსასყიდლობა-ჲ	R	N		Teuersein
ჰრომაელობა-ჲ	R	N		Römertum
მნებებელობა-ჲ	R	N		Wünschen
მიმგებელობა-ჲ	R	N		Entgelten
წინაგანმგებელობა-ჲ	R	N		Fürsorge, Ordnung, Festlegung
მომგებელობა-ჲ	R	N		Gewinnen, Erwerben
სიტყჳსმგებელობა-ჲ	R	N		Antworten, Streiten
მარგებელობა-ჲ	R	N		Güte, Nutzen
განუგებელობა-ჲ	R	N		Unordentlichkeit
დამბადებელობა-ჲ	R	N		Erschaffung, Zeugung, Geburt
განუმზადებელობა-ჲ	R	N		Unvorbereitetheit
წინაგანუმზადებელობა-ჲ	R	N		Unvorbereitetheit
დაუცადებელობა-ჲ	R	N		Ununterbrochenheit
ჴელთსაგდებელობა-ჲ	R	N		Einfangen, Ergreifen
განსაგდებელობა-ჲ	R	N		Wegwerfen, Entfernen
ჴელუგდებელობა-ჲ	R	N		Unfaßbarkeit, Ungreifbarkeit
მართლმადიდებელობა-ჲ	R	N		Orthodoxie
სადიდებელობა-ჲ	R	N		Preis, Verehrung, Ruhm
დამდებელობა-ჲ	R	N		Festlegen, Festsetzen, Bestimmen
თავსმდებელობა-ჲ	R	N		Aufsichnehmen, Ertragen
საზღვრისმდებელობა-ჲ	R	N		Grenzfestlegung
მოულოდებელობა-ჲ	R	N		Unerwartetheit
შეუცოდებელობა-ჲ	R	N		Unschuld, Reinheit
მიმწოდებელობა-ჲ	R	N		Aufhetzen, Anstacheln
მაზავებელობა-ჲ	R	N		Versöhnen
აღუზუავებელობა-ჲ	R	N		Bescheidenheit
კეთილადშემსწავებელობა-ჲ	R	N		richtiges Verständnis
შეუსწავებელობა-ჲ	R	N		Fremdheit
დამტევებელობა-ჲ	R	N		Verlassen, Zurücklassen
განმაქარვებელობა-ჲ	R	N		Vernichten
განმქარვებელობა-ჲ	R	N		Vernichtung
განუქარვებელობა-ჲ	R	N		Beständigkeit, Ewigkeit
წარსამართებელობა-ჲ	R	N		Machen, Gelingen
მმართებელობა-ჲ	R	N		Führung, Leitung, Fürsorge
ერთმმართებელობა-ჲ	R	N		Einzelführung, Einzelherrschaft
წარუმართებელობა-ჲ	R	N		Niederlage
შემაერთებელობა-ჲ	R	N		Verknüpfbarkeit
გამომეძიებელობა-ჲ	R	N		Untersuchung, Erforschung
სიტყუაგამომეძიებელობა-ჲ	R	N		Untersuchung, Erforschung
შესაცვალებელობა-ჲ	R	N		Veränderung
უცვალებელობა-ჲ	R	N		Unveränderlichkeit, Beständigkeit
შეუცვალებელობა-ჲ	R	N		Unveränderlichkeit, Festigkeit
განუწვალებელობა-ჲ	R	N		Unerschütterlichkeit, Ganzheit
დაუმდაბლებელობა-ჲ	R	N		Höhe, Größe, Dreistheit
მიმმადლებელობა-ჲ	R	N		Schenken
განმაცხოველებელობა-ჲ	R	N		Wiederbelebungskraft
განმაძნელებელობა-ჲ	R	N		Belästigung
განუმრავლებელობა-ჲ	R	N		Unvermehrbarkeit
განმანათლებელობა-ჲ	R	N		Erhellung, Erleuchtung
დაუმორჩილებელობა-ჲ	R	N		Unbeugsamkeit
მაცილებელობა-ჲ	R	N		Streit, Widerspenstigkeit
მამხილებელობა-ჲ	R	N		Bezichtigen, Beschuldigen, Entlarven
დამაკლებელობა-ჲ	R	N		Vermindern, Verringern
დამაბრკოლებელობა-ჲ	R	N		Verführung
დაუბრკოლებელობა-ჲ	R	N		Unfehlbarkeit
შეუორგულებელობა-ჲ	R	N		Treue
განმასრულებელობა-ჲ	R	N		Beendigung, Vollendung
დაუსრულებელობა-ჲ	R	N		Endlosigkeit
უიძულებელობა-ჲ	R	N		Zwanglosigkeit, Freiwilligkeit
შესაძლებელობა-ჲ	R	N		Möglichkeit
შემძლებელობა-ჲ	R	N		Können, Kraft, Vermögen
შეუძლებელობა-ჲ	R	N		Unmöglichkeit, Unfähigkeit
განმაახლებელობა-ჲ	R	N		Erneuerung, Erneuerbarkeit
მიუახლებელობა-ჲ	R	N		Ferne
ცილისმწამებელობა-ჲ	R	N		Verleumdung
დამამძიმებელობა-ჲ	R	N		Belästigung
მბანებელობა-ჲ	R	N		Waschen, Baden
გამოუთარგმანებელობა-ჲ	R	N		Unerklärlichkeit, Unerklärbarkeit
მბრძანებელობა-ჲ	R	N		Befehlen, Herrschen
შემაჴსენებელობა-ჲ	R	N		Erinnerung
მომჴსენებელობა-ჲ	R	N		Erwähnen, Nennen, Erinnern
ძჳრუჴსენებელობა-ჲ	R	N		Verzeihen, Vergebung
დამაყენებელობა-ჲ	R	N		Stören
განმაყენებელობა-ჲ	R	N		Trennen
მავნებელობა-ჲ	R	N		Schädigung
მატკივნებელობა-ჲ	R	N		Schmerz
მვნებელობა-ჲ	R	N		Schädigen, Schaden
უვნებელობა-ჲ	R	N		Unversehrtheit, Vollständigkeit; Unversehrtheit, Vollständigkeit
მაგინებელობა-ჲ	R	N		Schimpfen
დამადგინებელობა-ჲ	R	N		Festlegen, Festsetzen, Bestimmen
მაკუდინებელობა-ჲ	R	N		Töten, Mord
მიმავლინებელობა-ჲ	R	N		Senden, Absenden
თანაჯერმჩინებელობა-ჲ	R	N		Einverständnis
გამოუჩინებელობა-ჲ	R	N		Unsichtbarkeit
უქორწინებელობა-ჲ	R	N		Unverheiratetheit
საგონებელობა-ჲ	R	N		Zweifel, Annahme, Mutmaßung
მგონებელობა-ჲ	R	N		Dafürhalten, Betrachten
მომგონებელობა-ჲ	R	N		Gedanke, Verstand
განმკანონებელობა-ჲ	R	N		Verurteilung
მქონებელობა-ჲ	R	N		Haben, Besitzen
უკურნებელობა-ჲ	R	N		Unheilbarkeit
უნებელობა-ჲ	R	N		Unwilligkeit
მაცთუნებელობა-ჲ	R	N		Verführung
დასარწმუნებელობა-ჲ	R	N		Glaubwürdigkeit
შეუძრწუნებელობა-ჲ	R	N		Furchtlosigkeit
მადროებელობა-ჲ	R	N		Fristverlängerung
განსაპატიჟებელობა-ჲ	R	N		Bestrafen; Schuld
მჴმარებელობა-ჲ	R	N		Gebrauchen, Verwenden
შემწყნარებელობა-ჲ	R	N		Gehorsam, Annahme
ღმრთიშემწყნარებელობა-ჲ	R	N		Gottgläubigkeit, Gottbekennung
განმამწარებელობა-ჲ	R	N		Belästigung
მახარებელობა-ჲ	R	N		Benachrichtigung
მოუმედგრებელობა-ჲ	R	N		Aufrichtigkeit, Hartnäckigkeit, Fleiß
მკადრებელობა-ჲ	R	N		Wagen, Wagnis
უკადრებელობა-ჲ	R	N		Unzulässigkeit
მვედრებელობა-ჲ	R	N		Flehen, Bitten
მაყუედრებელობა-ჲ	R	N		Beschuldigen, Vorhaltung, Vorwurf
